0,-1.791,0,0,1
0.005,-1.574,0,0,1
0.01,-1.683,0,0,1
0.015,-1.9,0,0,1
0.02,-1.14,0,0,1
0.025,-1.357,0,0,1
0.03,-1.031,0,0,1
0.035,-1.9,0,0,1
0.04,-1.9,0,0,1
0.045,-1.031,0,0,1
0.05,-1.791,0,0,1
0.055,-2.009,0,0,1
0.06,-0.488,0,0,1
0.065,-1.465,0,0,1
0.07,-1.248,0,0,1
0.075,-0.922,0,0,1
0.08,-1.031,0,0,1
0.085,-1.14,0,0,1
0.09,-0.271,0,0,1
0.095,-1.9,0,0,1
0.1,-1.357,0,0,1
0.105,-1.357,0,0,1
0.11,-1.465,0,0,1
0.115,-1.248,0,0,1
0.12,-0.596,0,0,1
0.125,-1.683,0,0,1
0.13,-1.574,0,0,1
0.135,-2.443,0,0,1
0.14,-1.248,0,0,1
0.145,-0.705,0,0,1
0.15,-1.574,0,0,1
0.155,-1.357,0,0,1
0.16,-2.009,0,0,1
0.165,-0.814,0,0,1
0.17,-1.357,0,0,1
0.175,-1.248,0,0,1
0.18,-1.031,0,0,1
0.185,-0.705,0,0,1
0.19,-2.66,0,0,1
0.195,-3.855,0,0,1
0.2,-1.465,0,0,1
0.205,-2.226,0,0,1
0.21,-1.9,0,0,1
0.215,-1.9,0,0,1
0.22,-0.488,0,0,1
0.225,-1.574,0,0,1
0.23,-2.66,0,0,1
0.235,-3.095,0,0,1
0.24,-0.053,0,0,1
0.245,-1.031,0,0,1
0.25,-2.769,0,0,1
0.255,-2.226,0,0,1
0.26,-1.357,0,0,1
0.265,-1.574,0,0,1
0.27,-1.9,0,0,1
0.275,-1.683,0,0,1
0.28,-0.271,0,0,1
0.285,-1.14,0,0,1
0.29,-0.814,0,0,1
0.295,-0.271,0,0,1
0.3,-0.162,0,0,1
0.305,-0.271,0,0,1
0.31,-0.379,0,0,1
0.315,0.054,0,0,1
0.32,0.054,0,0,1
0.325,-0.271,0,0,1
0.33,-0.271,0,0,1
0.335,0.38,0,0,1
0.34,0.815,0,0,1
0.345,0.38,0,0,1
0.35,-0.596,0,0,1
0.355,0.706,0,0,1
0.36,1.792,0,0,1
0.365,1.032,0,0,1
0.37,1.141,0,0,1
0.375,1.575,0,0,1
0.38,1.684,0,0,1
0.385,1.684,0,0,1
0.39,0.923,0,0,1
0.395,1.792,0,0,1
0.4,0.489,0,0,1
0.405,0.706,0,0,1
0.41,0.923,0,0,1
0.415,2.227,0,0,1
0.42,2.987,0,0,1
0.425,2.227,0,0,1
0.43,3.204,0,0,1
0.435,2.444,0,0,1
0.44,2.661,0,0,1
0.445,2.227,0,0,1
