Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
3.3,-20.258,0,0,0,0.0
3.305,-21.561,0,0,0,0.00398406374502019
3.31,-22.647,0,0,0,0.007968127490040026
3.315,-23.734,0,0,0,0.011952191235059861
3.32,-23.408,0,0,0,0.0159362549800797
3.325,-22.756,0,0,0,0.019920318725099886
3.33,-23.299,0,0,0,0.023904382470119723
3.335,-22.865,0,0,0,0.027888446215139556
3.34,-20.909,0,0,0,0.0318725099601594
3.345,-19.28,0,0,0,0.035856573705179584
3.35,-23.191,0,0,0,0.03984063745019942
3.355,-32.532,0,0,0,0.04382470119521926
3.36,-44.807,0,0,0,0.04780876494023909
3.365,-53.389,0,0,0,0.05179282868525928
3.37,-59.689,0,0,0,0.05577689243027911
3.375,-59.254,0,0,0,0.05976095617529895
3.38,-58.168,0,0,0,0.0637450199203188
3.385,-55.887,0,0,0,0.06772908366533863
3.39,-56.973,0,0,0,0.07171314741035881
3.395,-56.321,0,0,0,0.07569721115537865
3.4,-54.583,0,0,0,0.07968127490039849
3.405,-53.932,0,0,0,0.08366533864541832
3.41,-52.411,0,0,0,0.08764940239043852
3.415,-49.804,0,0,0,0.09163346613545835
3.42,-47.305,0,0,0,0.09561752988047818
3.425,-45.35,0,0,0,0.09960159362549802
3.43,-43.829,0,0,0,0.10358565737051821
3.435,-41.44,0,0,0,0.10756972111553804
3.44,-39.81,0,0,0,0.11155378486055788
3.445,-41.222,0,0,0,0.11553784860557771
3.45,-40.136,0,0,0,0.1195219123505979
3.455,-39.593,0,0,0,0.12350597609561774
3.46,-39.919,0,0,0,0.1274900398406376
3.465,-40.788,0,0,0,0.13147410358565742
3.47,-41.222,0,0,0,0.1354581673306776
3.475,-41.114,0,0,0,0.13944223107569745
3.48,-41.983,0,0,0,0.14342629482071728
3.485,-44.373,0,0,0,0.14741035856573712
3.49,-45.35,0,0,0,0.1513944223107573
3.495,-45.567,0,0,0,0.15537848605577714
3.5,-45.785,0,0,0,0.15936254980079698
3.505,-47.305,0,0,0,0.1633466135458168
3.51,-47.088,0,0,0,0.16733067729083664
3.515,-47.305,0,0,0,0.17131474103585684
3.52,-47.849,0,0,0,0.17529880478087667
3.525,-48.392,0,0,0,0.1792828685258965
3.53,-47.197,0,0,0,0.18326693227091634
3.535,-46.328,0,0,0,0.18725099601593653
3.54,-46.002,0,0,0,0.19123505976095637
3.545,-45.893,0,0,0,0.1952191235059762
3.55,-45.785,0,0,0,0.19920318725099603
3.555,-45.024,0,0,0,0.20318725099601623
3.56,-44.698,0,0,0,0.20717131474103606
3.565,-45.567,0,0,0,0.2111553784860559
3.57,-48.174,0,0,0,0.21513944223107573
3.575,-60.123,0,0,0,0.21912350597609592
3.58,-64.794,0,0,0,0.22310756972111576
3.585,-61.535,0,0,0,0.2270916334661356
3.59,-53.063,0,0,0,0.23107569721115542
3.595,-45.676,0,0,0,0.23505976095617562
3.6,-45.676,0,0,0,0.23904382470119545
3.605,-50.673,0,0,0,0.24302788844621528
3.61,-54.366,0,0,0,0.24701195219123512
3.615,-56.213,0,0,0,0.2509960159362553
3.62,-53.28,0,0,0,0.2549800796812752
3.625,-50.999,0,0,0,0.258964143426295
3.63,-46.654,0,0,0,0.26294820717131484
3.635,-45.459,0,0,0,0.26693227091633465
3.64,-45.676,0,0,0,0.27091633466135484
3.645,-44.698,0,0,0,0.2749003984063747
3.65,-42.635,0,0,0,0.2788844621513945
3.655,-41.44,0,0,0,0.28286852589641437
3.66,-41.766,0,0,0,0.28685258964143456
3.665,-40.136,0,0,0,0.29083665338645437
3.67,-38.181,0,0,0,0.29482071713147423
3.675,-37.638,0,0,0,0.29880478087649404
3.68,-37.746,0,0,0,0.30278884462151423
3.685,-38.398,0,0,0,0.3067729083665341
3.69,-37.638,0,0,0,0.3107569721115539
3.695,-37.746,0,0,0,0.31474103585657376
3.7,-38.29,0,0,0,0.31872509960159395
3.705,-38.833,0,0,0,0.32270916334661376
3.71,-38.507,0,0,0,0.3266932270916336
3.715,-38.507,0,0,0,0.3306772908366534
3.72,-39.05,0,0,0,0.3346613545816736
3.725,-38.724,0,0,0,0.3386454183266935
3.73,-37.095,0,0,0,0.3426294820717133
3.735,-35.9,0,0,0,0.34661354581673315
3.74,-34.705,0,0,0,0.35059760956175334
3.745,-32.858,0,0,0,0.35458167330677315
3.75,-30.469,0,0,0,0.358565737051793
3.755,-28.513,0,0,0,0.3625498007968128
3.76,-26.775,0,0,0,0.3665338645418327
3.765,-24.168,0,0,0,0.37051792828685287
3.77,-22.104,0,0,0,0.3745019920318727
3.775,-19.932,0,0,0,0.37848605577689254
3.78,-20.584,0,0,0,0.38247011952191234
3.785,-17.977,0,0,0,0.38645418326693254
3.79,-17.325,0,0,0,0.3904382470119524
3.795,-16.239,0,0,0,0.3944223107569722
3.8,-17.108,0,0,0,0.39840637450199207
3.805,-15.913,0,0,0,0.40239043824701226
3.81,-13.849,0,0,0,0.40637450199203207
3.815,-14.392,0,0,0,0.41035856573705193
3.82,-15.044,0,0,0,0.4143426294820718
3.825,-14.609,0,0,0,0.41832669322709193
3.83,-14.392,0,0,0,0.4223107569721118
3.835,-16.13,0,0,0,0.42629482071713165
3.84,-17.216,0,0,0,0.43027888446215146
3.845,-19.389,0,0,0,0.43426294820717165
3.85,-20.475,0,0,0,0.4382470119521915
3.855,-24.277,0,0,0,0.4422310756972113
3.86,-25.254,0,0,0,0.4462151394422312
3.865,-26.884,0,0,0,0.4501992031872514
3.87,-31.663,0,0,0,0.4541832669322712
3.875,-37.312,0,0,0,0.45816733067729104
3.88,-39.159,0,0,0,0.46215139442231085
3.885,-38.181,0,0,0,0.4661354581673307
3.89,-35.031,0,0,0,0.4701195219123509
3.895,-30.143,0,0,0,0.4741035856573707
3.9,-24.06,0,0,1,0.47808764940239057
3.905,-19.823,0,0,1,0.4820717131474104
3.91,-19.389,0,0,1,0.48605577689243057
3.915,-21.67,0,0,1,0.49003984063745043
3.92,-23.299,0,0,1,0.49402390438247024
3.925,-23.191,0,0,1,0.4980079681274901
3.93,-21.67,0,0,1,0.5019920318725103
3.935,-20.909,0,0,1,0.5059760956175301
3.94,-20.366,0,0,1,0.5099601593625499
3.945,-20.366,0,0,1,0.5139442231075698
3.95,-22.43,0,0,1,0.51792828685259
3.955,-27.101,0,0,1,0.5219123505976098
3.96,-31.555,0,0,1,0.5258964143426297
3.965,-35.465,0,0,1,0.5298804780876495
3.97,-41.114,0,0,1,0.5338645418326696
3.975,-47.305,0,0,1,0.5378486055776895
3.98,-52.194,0,0,1,0.5418326693227093
3.985,-56.104,0,0,1,0.5458167330677292
3.99,-58.059,0,0,1,0.5498007968127494
3.995,-57.625,0,0,1,0.5537848605577692
4.0,-56.321,0,0,1,0.557768924302789
4.005,-52.302,0,0,1,0.5617529880478088
4.01,-49.478,0,0,1,0.5657370517928287
4.015,-46.219,0,0,1,0.5697211155378485
4.02,-44.807,0,0,1,0.5737051792828683
4.025,-43.504,0,0,1,0.5776892430278889
4.03,-43.286,0,0,1,0.5816733067729087
4.035,-44.373,0,0,1,0.5856573705179285
4.04,-43.069,0,0,1,0.5896414342629485
4.045,-42.417,0,0,1,0.5936254980079683
4.05,-42.526,0,0,1,0.5976095617529881
4.055,-43.395,0,0,1,0.601593625498008
4.06,-44.264,0,0,1,0.6055776892430278
4.065,-44.481,0,0,1,0.6095617529880483
4.07,-45.567,0,0,1,0.6135458167330682
4.075,-47.197,0,0,1,0.617529880478088
4.08,-47.197,0,0,1,0.6215139442231078
4.085,-47.523,0,0,1,0.6254980079681277
4.09,-50.021,0,0,1,0.6294820717131475
4.095,-49.152,0,0,1,0.6334661354581673
4.1,-47.088,0,0,1,0.6374501992031871
4.105,-46.436,0,0,1,0.6414342629482077
4.11,-45.676,0,0,1,0.6454183266932275
4.115,-46.545,0,0,1,0.6494023904382473
4.12,-44.264,0,0,1,0.6533864541832672
4.125,-44.155,0,0,1,0.657370517928287
4.13,-44.916,0,0,1,0.6613545816733069
4.135,-44.698,0,0,1,0.6653386454183268
4.14,-43.395,0,0,1,0.6693227091633466
4.145,-43.612,0,0,1,0.6733067729083664
4.15,-45.459,1,0,1,0.677290836653387
4.155,-46.328,1,0,1,0.6812749003984068
4.16,-45.242,1,0,1,0.6852589641434266
4.165,-45.893,1,0,1,0.6892430278884465
4.17,-47.631,1,0,1,0.6932270916334663
4.175,-48.066,1,0,1,0.6972111553784861
4.18,-48.609,1,0,1,0.7011952191235059
4.185,-48.066,1,0,1,0.7051792828685258
4.19,-48.283,1,0,1,0.7091633466135463
4.195,-48.174,1,0,1,0.7131474103585662
4.2,-48.283,1,0,1,0.717131474103586
4.205,-49.043,1,0,1,0.7211155378486058
4.21,-50.13,1,0,1,0.7250996015936256
4.215,-49.695,1,0,1,0.7290836653386455
4.22,-49.804,1,0,1,0.7330677290836654
4.225,-49.478,1,0,1,0.7370517928286852
4.23,-50.564,1,0,1,0.7410358565737057
4.235,-49.804,1,0,1,0.7450199203187255
4.24,-49.369,1,0,1,0.7490039840637454
4.245,-49.478,1,0,1,0.7529880478087653
4.25,-49.913,1,0,1,0.7569721115537851
4.255,-48.174,1,0,0,0.7609561752988049
4.26,-48.283,1,0,0,0.7649402390438247
4.265,-52.411,1,0,0,0.7689243027888446
4.27,-62.079,1,0,0,0.7729083665338644
4.275,-67.075,1,0,0,0.776892430278885
4.28,-68.596,1,0,0,0.7808764940239048
4.285,-67.618,1,0,0,0.7848605577689246
4.29,-67.836,1,0,0,0.7888446215139444
4.295,-66.315,1,0,0,0.7928286852589643
4.3,-65.12,1,0,0,0.7968127490039841
4.305,-64.577,1,0,0,0.8007968127490039
4.31,-64.577,1,0,0,0.8047808764940239
4.315,-62.296,1,0,0,0.8087649402390443
4.32,-60.775,1,0,0,0.8127490039840641
4.325,-61.318,1,0,0,0.816733067729084
4.33,-61.644,1,0,0,0.8207171314741039
4.335,-61.97,1,1,0,0.8247011952191237
4.34,-59.58,1,1,0,0.8286852589641436
4.345,-59.906,1,1,0,0.8326693227091634
4.35,-59.363,1,1,0,0.8366533864541832
4.355,-58.603,1,1,0,0.8406374501992038
4.36,-58.385,1,1,0,0.8446215139442236
4.365,-59.797,1,1,0,0.8486055776892434
4.37,-60.775,1,1,0,0.8525896414342633
4.375,-58.385,1,1,0,0.8565737051792831
4.38,-58.928,1,1,0,0.8605577689243029
4.385,-59.146,1,1,0,0.8645418326693227
4.39,-58.059,1,1,0,0.8685258964143426
4.395,-56.104,1,1,0,0.8725099601593624
4.4,-55.452,1,1,0,0.876494023904383
4.405,-53.823,1,1,0,0.8804780876494028
4.41,-53.28,1,1,0,0.8844621513944226
4.415,-51.976,1,1,0,0.8884462151394424
4.42,-50.021,1,1,0,0.8924302788844624
4.425,-48.935,1,1,0,0.8964143426294822
4.43,-46.762,1,1,0,0.900398406374502
4.435,-44.264,1,1,0,0.9043824701195218
4.44,-42.309,1,1,0,0.9083665338645424
4.445,-40.462,1,1,0,0.9123505976095622
4.45,-37.746,1,1,0,0.9163346613545821
4.455,-35.357,1,1,0,0.9203187250996019
4.46,-32.641,1,1,0,0.9243027888446217
4.465,-31.772,1,1,0,0.9282868525896415
4.47,-30.577,1,1,0,0.9322709163346614
4.475,-26.992,1,1,0,0.9362549800796812
4.48,-25.146,1,1,0,0.9402390438247018
4.485,-24.277,1,1,0,0.9442231075697216
4.49,-21.887,1,1,0,0.9482071713147414
4.495,-19.606,1,1,0,0.9521912350597612
4.5,-17.868,1,1,0,0.9561752988047811
4.505,-17.325,1,1,0,0.9601593625498009
4.51,-15.695,1,1,0,0.9641434262948207
4.515,-14.826,1,1,0,0.9681274900398406
4.52,-14.609,1,1,0,0.9721115537848605
4.525,-16.13,1,1,0,0.9760956175298809
4.53,-15.478,1,1,0,0.9800796812749009
4.535,-15.261,1,1,0,0.9840637450199207
4.54,-16.13,1,1,0,0.9880478087649405
4.545,-14.501,1,0,0,0.9920318725099603
4.55,-13.957,1,0,0,0.9960159362549802
4.555,-14.175,1,0,0,1.0
