Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
0.685,-35.791,0,0,0,0.0
0.69,-35.791,0,0,0,0.0036363636363635587
0.695,-33.727,0,0,0,0.007272727272727198
0.7,-33.727,0,0,0,0.010909090909090839
0.705,-33.836,0,0,0,0.014545454545454478
0.71,-33.727,0,0,0,0.01818181818181812
0.715,-33.51,0,0,0,0.021818181818181757
0.72,-32.858,0,0,0,0.025454545454545396
0.725,-32.967,0,0,0,0.029090909090909035
0.73,-32.532,0,0,0,0.032727272727272674
0.735,-32.207,0,0,0,0.03636363636363631
0.74,-31.555,0,0,0,0.03999999999999995
0.745,-31.663,0,0,0,0.04363636363636359
0.75,-31.555,0,0,0,0.04727272727272724
0.755,-31.229,0,0,0,0.050909090909090876
0.76,-31.881,0,0,0,0.054545454545454515
0.765,-32.424,0,0,0,0.058181818181818154
0.77,-32.315,0,0,0,0.06181818181818179
0.775,-32.532,0,0,0,0.06545454545454543
0.78,-32.207,0,0,0,0.06909090909090908
0.785,-35.139,0,0,0,0.07272727272727271
0.79,-36.769,0,0,0,0.07636363636363636
0.795,-36.986,0,0,0,0.07999999999999999
0.8,-39.159,0,0,0,0.08363636363636363
0.805,-42.417,0,0,0,0.08727272727272727
0.81,-44.155,0,0,0,0.09090909090909091
0.815,-45.567,0,0,0,0.09454545454545447
0.82,-47.849,0,0,0,0.0981818181818181
0.825,-50.456,0,0,0,0.10181818181818175
0.83,-52.085,0,0,0,0.10545454545454538
0.835,-53.063,0,0,0,0.10909090909090903
0.84,-54.909,0,0,0,0.11272727272727266
0.845,-57.516,0,0,0,0.11636363636363631
0.85,-57.299,0,0,0,0.11999999999999994
0.855,-55.235,0,0,0,0.12363636363636359
0.86,-54.583,0,0,0,0.12727272727272723
0.865,-54.692,0,0,0,0.13090909090909086
0.87,-54.149,0,0,0,0.1345454545454545
0.875,-53.606,0,0,0,0.13818181818181816
0.88,-52.628,0,0,0,0.1418181818181818
0.885,-51.868,0,0,0,0.14545454545454542
0.89,-55.778,0,0,0,0.14909090909090905
0.895,-59.363,0,0,0,0.1527272727272727
0.9,-58.385,0,0,0,0.15636363636363634
0.905,-57.19,0,0,0,0.15999999999999998
0.91,-54.909,0,0,0,0.1636363636363636
0.915,-54.258,0,0,0,0.16727272727272727
0.92,-55.235,0,0,0,0.1709090909090909
0.925,-56.756,0,0,0,0.17454545454545453
0.93,-56.213,0,0,0,0.1781818181818182
0.935,-55.018,0,0,0,0.18181818181818182
0.94,-54.583,0,0,0,0.18545454545454537
0.945,-53.171,0,0,0,0.189090909090909
0.95,-51.651,0,0,0,0.19272727272727266
0.955,-50.999,0,0,0,0.1963636363636363
0.96,-51.976,0,0,0,0.19999999999999993
0.965,-51.433,0,0,0,0.2036363636363636
0.97,-49.043,0,0,0,0.20727272727272722
0.975,-49.043,0,0,0,0.21090909090909085
0.98,-48.283,0,0,0,0.21454545454545448
0.985,-47.849,0,0,0,0.21818181818181814
0.99,-46.328,0,0,0,0.22181818181818178
0.995,-45.785,0,0,0,0.2254545454545454
1.0,-45.35,0,0,0,0.22909090909090904
1.005,-44.916,0,0,0,0.23272727272727262
1.01,-43.829,0,0,0,0.23636363636363633
1.015,-43.721,0,0,0,0.23999999999999988
1.02,-43.286,0,0,0,0.24363636363636362
1.025,-42.96,0,0,0,0.24727272727272717
1.03,-42.2,0,0,0,0.2509090909090909
1.035,-42.091,0,0,0,0.25454545454545446
1.04,-43.069,0,0,0,0.2581818181818182
1.045,-42.309,0,0,0,0.2618181818181817
1.05,-42.2,0,0,0,0.26545454545454544
1.055,-41.331,0,0,0,0.269090909090909
1.06,-41.766,0,0,0,0.2727272727272727
1.065,-40.897,0,0,0,0.2763636363636363
1.07,-39.81,0,0,0,0.28
1.075,-39.919,0,0,0,0.2836363636363636
1.08,-40.462,0,0,0,0.2872727272727273
1.085,-39.919,0,0,0,0.29090909090909084
1.09,-40.136,0,0,0,0.29454545454545455
1.095,-39.702,0,0,0,0.2981818181818181
1.1,-40.136,0,0,0,0.3018181818181818
1.105,-39.919,0,0,0,0.3054545454545454
1.11,-39.159,0,0,0,0.30909090909090914
1.115,-39.484,0,0,0,0.3127272727272727
1.12,-40.245,0,0,0,0.3163636363636364
1.125,-39.159,0,0,0,0.31999999999999995
1.13,-38.29,0,0,0,0.3236363636363635
1.135,-38.072,0,0,0,0.3272727272727272
1.14,-38.507,0,0,0,0.3309090909090908
1.145,-37.746,0,0,0,0.33454545454545453
1.15,-36.334,0,0,0,0.3381818181818181
1.155,-36.877,0,0,0,0.3418181818181818
1.16,-36.117,0,0,0,0.34545454545454535
1.165,-34.814,0,0,0,0.34909090909090906
1.17,-33.727,0,0,0,0.3527272727272726
1.175,-34.053,0,0,0,0.3563636363636364
1.18,-34.27,0,0,0,0.35999999999999993
1.185,-33.076,0,0,0,0.36363636363636365
1.19,-33.076,0,0,0,0.3672727272727272
1.195,-34.814,0,0,0,0.3709090909090909
1.2,-33.945,0,0,0,0.37454545454545446
1.205,-32.967,0,0,0,0.3781818181818182
1.21,-33.836,0,0,0,0.3818181818181818
1.215,-34.27,0,0,0,0.3854545454545455
1.22,-34.27,0,0,0,0.38909090909090904
1.225,-33.293,0,0,0,0.39272727272727276
1.23,-33.076,0,0,0,0.3963636363636363
1.235,-34.705,0,0,0,0.4
1.24,-33.076,0,0,0,0.40363636363636357
1.245,-32.207,0,0,0,0.4072727272727273
1.25,-31.338,0,0,0,0.4109090909090909
1.255,-31.446,0,0,0,0.41454545454545444
1.26,-30.686,0,0,0,0.41818181818181815
1.265,-29.708,0,0,0,0.4218181818181817
1.27,-28.948,0,0,0,0.4254545454545454
1.275,-29.056,0,0,0,0.42909090909090897
1.28,-26.992,0,0,0,0.4327272727272727
1.285,-24.929,0,0,0,0.4363636363636363
1.29,-22.756,0,0,0,0.44
1.295,-24.277,0,0,0,0.44363636363636355
1.3,-23.408,0,0,0,0.44727272727272727
1.305,-24.385,0,0,0,0.4509090909090908
1.31,-26.232,0,0,0,0.45454545454545453
1.315,-27.861,0,0,0,0.4581818181818181
1.32,-27.861,0,0,0,0.46181818181818185
1.325,-26.232,0,0,0,0.4654545454545454
1.33,-23.734,0,0,0,0.4690909090909091
1.335,-21.561,0,0,0,0.47272727272727266
1.34,-19.606,0,0,0,0.4763636363636364
1.345,-18.52,0,0,0,0.4799999999999999
1.35,-18.302,0,0,1,0.48363636363636364
1.355,-19.497,0,0,1,0.48727272727272725
1.36,-19.389,0,0,1,0.49090909090909096
1.365,-21.561,0,0,1,0.4945454545454545
1.37,-23.191,0,0,1,0.4981818181818182
1.375,-25.037,0,0,1,0.5018181818181818
1.38,-23.516,0,0,1,0.5054545454545454
