Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
2.15,-17.108,0,0,0,0.0
2.155,-17.325,0,0,0,0.004065040650406418
2.16,-18.52,0,0,0,0.008130081300813196
2.165,-19.171,0,0,0,0.012195121951219613
2.17,-19.389,0,0,0,0.016260162601626032
2.175,-18.846,0,0,0,0.020325203252032447
2.18,-19.171,0,0,0,0.024390243902439226
2.185,-16.347,0,0,0,0.028455284552845645
2.19,-17.977,0,0,0,0.032520325203252064
2.195,-26.449,0,0,0,0.03658536585365848
2.2,-41.005,0,0,0,0.040650406504065255
2.205,-49.152,0,0,0,0.04471544715447168
2.21,-53.606,0,0,0,0.04878048780487809
2.215,-56.973,0,0,0,0.05284552845528451
2.22,-59.037,0,0,0,0.05691056910569129
2.225,-59.689,0,0,0,0.060975609756097705
2.23,-60.232,0,0,0,0.06504065040650413
2.235,-60.341,0,0,0,0.06910569105691054
2.24,-59.254,0,0,0,0.07317073170731732
2.245,-57.734,0,0,0,0.07723577235772373
2.25,-53.823,0,0,0,0.08130081300813015
2.255,-50.782,0,0,0,0.08536585365853658
2.26,-49.913,0,0,0,0.089430894308943
2.265,-47.305,0,0,0,0.09349593495934977
2.27,-44.59,0,0,0,0.09756097560975618
2.275,-42.96,0,0,0,0.1016260162601626
2.28,-42.635,0,0,0,0.10569105691056901
2.285,-40.897,0,0,0,0.1097560975609758
2.29,-41.005,0,0,0,0.11382113821138222
2.295,-40.245,0,0,0,0.11788617886178863
2.3,-41.114,0,0,0,0.12195121951219505
2.305,-41.114,0,0,0,0.12601626016260184
2.31,-43.178,0,0,0,0.13008130081300825
2.315,-43.938,0,0,0,0.13414634146341467
2.32,-44.807,0,0,0,0.13821138211382109
2.325,-45.35,0,0,0,0.14227642276422786
2.33,-46.871,0,0,0,0.14634146341463428
2.335,-49.478,0,0,0,0.1504065040650407
2.34,-49.913,0,0,0,0.1544715447154471
2.345,-49.695,0,0,0,0.15853658536585388
2.35,-50.238,0,0,0,0.1626016260162603
2.355,-51.325,0,0,0,0.16666666666666674
2.36,-51.651,0,0,0,0.17073170731707316
2.365,-50.782,0,0,0,0.17479674796747993
2.37,-49.695,0,0,0,0.17886178861788635
2.375,-50.13,0,0,0,0.18292682926829276
2.38,-47.849,0,0,0,0.18699186991869918
2.385,-46.98,0,0,0,0.1910569105691056
2.39,-45.676,0,0,0,0.19512195121951237
2.395,-43.829,0,0,0,0.19918699186991878
2.4,-43.286,0,0,0,0.2032520325203252
2.405,-41.766,0,0,0,0.20731707317073161
2.41,-40.571,0,0,0,0.2113821138211384
2.415,-40.571,0,0,0,0.21544715447154483
2.42,-40.028,0,0,0,0.21951219512195125
2.425,-39.376,0,0,0,0.22357723577235766
2.43,-38.29,0,0,0,0.22764227642276444
2.435,-39.159,0,0,0,0.23170731707317085
2.44,-39.593,0,0,0,0.23577235772357727
2.445,-40.353,0,0,0,0.23983739837398368
2.45,-39.702,0,0,0,0.24390243902439046
2.455,-40.462,0,0,0,0.24796747967479688
2.46,-40.136,0,0,0,0.2520325203252033
2.465,-39.702,0,0,0,0.2560975609756097
2.47,-39.919,0,0,0,0.2601626016260165
2.475,-41.548,0,0,0,0.2642276422764229
2.48,-40.788,0,0,0,0.26829268292682934
2.485,-42.091,0,0,0,0.27235772357723576
2.49,-40.462,0,0,0,0.2764227642276425
2.495,-40.353,0,0,0,0.2804878048780489
2.5,-39.81,0,0,0,0.28455284552845533
2.505,-39.05,0,0,0,0.2886178861788618
2.51,-39.05,0,0,0,0.2926829268292682
2.515,-39.484,0,0,0,0.29674796747967497
2.52,-38.724,0,0,0,0.3008130081300814
2.525,-37.312,0,0,0,0.3048780487804878
2.53,-37.203,0,0,0,0.3089430894308942
2.535,-36.986,0,0,0,0.313008130081301
2.54,-35.139,0,0,0,0.31707317073170743
2.545,-34.053,0,0,0,0.32113821138211385
2.55,-33.727,0,0,0,0.32520325203252026
2.555,-31.772,0,0,0,0.329268292682927
2.56,-29.817,0,0,0,0.3333333333333335
2.565,-27.753,0,0,0,0.3373983739837399
2.57,-26.992,0,0,0,0.3414634146341463
2.575,-24.06,0,0,0,0.34552845528455306
2.58,-21.996,0,0,0,0.3495934959349595
2.585,-20.04,0,0,0,0.3536585365853659
2.59,-19.063,0,0,0,0.3577235772357723
2.595,-17.542,0,0,0,0.3617886178861791
2.6,-14.935,0,0,0,0.3658536585365855
2.605,-13.414,0,0,0,0.36991869918699194
2.61,-13.197,0,0,0,0.37398373983739835
2.615,-12.328,0,0,0,0.3780487804878051
2.62,-10.916,0,0,0,0.3821138211382116
2.625,-10.699,0,0,0,0.386178861788618
2.63,-11.785,0,0,0,0.3902439024390244
2.635,-12.328,0,0,0,0.3943089430894308
2.64,-10.807,0,0,0,0.39837398373983757
2.645,-10.481,0,0,0,0.402439024390244
2.65,-11.785,0,0,0,0.4065040650406504
2.655,-12.437,0,0,0,0.4105691056910568
2.66,-13.74,0,0,0,0.4146341463414636
2.665,-17.542,0,0,0,0.41869918699187003
2.67,-22.973,0,0,0,0.42276422764227645
2.675,-28.079,0,0,0,0.42682926829268286
2.68,-27.861,0,0,0,0.43089430894308967
2.685,-26.775,0,0,0,0.4349593495934961
2.69,-25.037,0,0,0,0.4390243902439025
2.695,-20.909,0,0,1,0.4430894308943089
2.7,-18.52,0,0,1,0.44715447154471566
2.705,-19.28,0,0,1,0.4512195121951221
2.71,-21.018,0,0,1,0.4552845528455285
2.715,-21.996,0,0,1,0.4593495934959349
2.72,-21.887,0,0,1,0.4634146341463417
2.725,-21.561,0,0,1,0.4674796747967481
2.73,-22.322,0,0,1,0.47154471544715454
2.735,-21.235,0,0,1,0.47560975609756095
2.74,-22.213,0,0,1,0.47967479674796776
2.745,-23.951,0,0,1,0.4837398373983742
2.75,-25.689,0,0,1,0.4878048780487806
2.755,-26.884,0,0,1,0.491869918699187
2.76,-28.839,0,0,1,0.4959349593495934
2.765,-34.379,0,0,1,0.5000000000000002
2.77,-38.072,0,0,1,0.5040650406504066
2.775,-41.983,0,0,1,0.508130081300813
2.78,-45.35,0,0,1,0.5121951219512194
2.785,-48.826,0,0,1,0.5162601626016262
2.79,-51.976,0,0,1,0.5203252032520326
2.795,-53.171,0,0,1,0.524390243902439
2.8,-55.561,0,0,1,0.5284552845528455
2.805,-54.801,0,0,1,0.5325203252032522
2.81,-53.28,0,0,1,0.5365853658536587
2.815,-47.849,0,0,1,0.540650406504065
2.82,-45.459,0,0,1,0.5447154471544715
2.825,-45.024,0,0,1,0.5487804878048783
2.83,-42.417,0,0,1,0.5528455284552847
2.835,-40.679,0,0,1,0.5569105691056911
2.84,-38.833,0,0,1,0.5609756097560975
2.845,-39.267,0,0,1,0.5650406504065043
2.85,-38.941,0,0,1,0.5691056910569107
2.855,-39.484,0,0,1,0.5731707317073171
