Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
1.61,-18.954,0,0,0,0.0
1.615,-21.344,0,0,0,0.0038910505836575048
1.62,-22.865,0,0,0,0.007782101167315182
1.625,-22.865,0,0,0,0.011673151750972686
1.63,-22.865,0,0,0,0.015564202334630193
1.635,-25.146,0,0,0,0.01945525291828787
1.64,-24.929,0,0,0,0.023346303501945373
1.645,-23.625,0,0,0,0.02723735408560305
1.65,-22.756,0,0,0,0.03112840466926056
1.655,-22.322,0,0,0,0.03501945525291823
1.66,-23.082,0,0,0,0.03891050583657574
1.665,-28.296,0,0,0,0.042801556420233415
1.67,-34.053,0,0,0,0.04669260700389092
1.675,-42.309,0,0,0,0.0505836575875486
1.68,-46.436,0,0,0,0.0544747081712061
1.685,-46.762,0,0,0,0.05836575875486378
1.69,-46.654,0,0,0,0.062256809338521284
1.695,-48.174,0,0,0,0.06614785992217896
1.7,-48.609,0,0,0,0.07003891050583647
1.705,-49.152,0,0,0,0.07392996108949415
1.71,-48.392,0,0,0,0.07782101167315165
1.715,-49.261,0,0,0,0.08171206225680933
1.72,-46.545,0,0,0,0.08560311284046683
1.725,-45.676,0,0,0,0.08949416342412451
1.73,-44.047,0,0,0,0.09338521400778202
1.735,-43.829,0,0,0,0.09727626459143969
1.74,-41.874,0,0,0,0.1011673151750972
1.745,-40.571,0,0,0,0.10505836575875488
1.75,-41.114,0,0,0,0.10894941634241238
1.755,-40.136,0,0,0,0.11284046692606989
1.76,-38.398,0,0,0,0.11673151750972756
1.765,-38.398,0,0,0,0.12062256809338506
1.77,-39.702,0,0,0,0.12451361867704275
1.775,-41.005,0,0,0,0.12840466926070024
1.78,-40.788,0,0,0,0.13229571984435792
1.785,-41.44,0,0,0,0.13618677042801544
1.79,-43.829,0,0,0,0.14007782101167313
1.795,-43.612,0,0,0,0.14396887159533062
1.8,-43.938,0,0,0,0.1478599221789883
1.805,-44.481,0,0,0,0.1517509727626458
1.81,-45.785,0,0,0,0.15564202334630348
1.815,-45.893,0,0,0,0.159533073929961
1.82,-44.916,0,0,0,0.16342412451361865
1.825,-45.133,0,0,0,0.16731517509727617
1.83,-47.305,0,0,0,0.17120622568093385
1.835,-47.414,0,0,0,0.17509727626459134
1.84,-46.436,0,0,0,0.17898832684824903
1.845,-46.98,0,0,0,0.18287937743190652
1.85,-48.283,0,0,0,0.1867704280155642
1.855,-48.283,0,0,0,0.19066147859922172
1.86,-48.174,0,0,0,0.19455252918287938
1.865,-48.826,0,0,0,0.1984435797665369
1.87,-49.695,0,0,0,0.20233463035019458
1.875,-49.804,0,0,0,0.20622568093385207
1.88,-48.283,0,0,0,0.2101167315175096
1.885,-47.849,0,0,0,0.21400778210116725
1.89,-48.392,0,0,0,0.21789883268482477
1.895,-47.088,0,0,0,0.22178988326848245
1.9,-46.654,0,0,0,0.22568093385213994
1.905,-46.762,0,0,0,0.22957198443579763
1.91,-47.849,0,0,0,0.23346303501945512
1.915,-44.807,0,0,0,0.2373540856031128
1.92,-43.612,0,0,0,0.24124513618677032
1.925,-42.2,0,0,0,0.24513618677042798
1.93,-41.44,0,0,0,0.2490272373540855
1.935,-39.593,0,0,0,0.2529182879377432
1.94,-37.855,0,0,0,0.2568093385214007
1.945,-36.66,0,0,0,0.2607003891050583
1.95,-35.357,0,0,0,0.26459143968871585
1.955,-32.75,0,0,0,0.26848249027237353
1.96,-30.577,0,0,0,0.27237354085603105
1.965,-29.491,0,0,0,0.27626459143968873
1.97,-28.079,0,0,0,0.28015564202334625
1.975,-26.558,0,0,0,0.2840466926070039
1.98,-25.146,0,0,0,0.2879377431906614
1.985,-25.146,0,0,0,0.2918287937743191
1.99,-24.168,0,0,0,0.2957198443579766
