Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
0.0,-38.507,0,0,0,0.0
0.005,-38.398,0,0,0,0.003115264797507788
0.01,-40.028,0,0,0,0.006230529595015576
0.015,-39.702,0,0,0,0.009345794392523364
0.02,-38.615,0,0,0,0.012461059190031152
0.025,-38.833,0,0,0,0.015576323987538943
0.03,-39.702,0,0,0,0.018691588785046728
0.035,-39.81,0,0,0,0.02180685358255452
0.04,-39.593,0,0,0,0.024922118380062305
0.045,-39.484,0,0,0,0.028037383177570093
0.05,-39.593,0,0,0,0.031152647975077885
0.055,-39.484,0,0,0,0.034267912772585674
0.06,-39.267,0,0,0,0.037383177570093455
0.065,-39.267,0,0,0,0.04049844236760125
0.07,-40.028,0,0,0,0.04361370716510904
0.075,-39.484,0,0,0,0.04672897196261682
0.08,-38.615,0,0,0,0.04984423676012461
0.085,-38.507,0,0,0,0.052959501557632405
0.09,-38.615,0,0,0,0.056074766355140186
0.095,-39.376,0,0,0,0.059190031152647975
0.1,-38.181,0,0,0,0.06230529595015577
0.105,-37.638,0,0,0,0.06542056074766354
0.11,-38.615,0,0,0,0.06853582554517135
0.115,-38.833,0,0,0,0.07165109034267914
0.12,-38.29,0,0,0,0.07476635514018691
0.125,-38.29,0,0,0,0.0778816199376947
0.13,-38.833,0,0,0,0.0809968847352025
0.135,-38.398,0,0,0,0.08411214953271029
0.14,-38.615,0,0,0,0.08722741433021808
0.145,-38.833,0,0,0,0.09034267912772585
0.15,-39.376,0,0,0,0.09345794392523364
0.155,-38.398,0,0,0,0.09657320872274143
0.16,-38.941,0,0,0,0.09968847352024922
0.165,-38.833,0,0,0,0.10280373831775702
0.17,-39.593,0,0,0,0.10591900311526481
0.175,-39.376,0,0,0,0.10903426791277258
0.18,-39.267,0,0,0,0.11214953271028037
0.185,-39.484,0,0,0,0.11526479750778816
0.19,-41.222,0,0,0,0.11838006230529595
0.195,-39.376,0,0,0,0.12149532710280374
0.2,-39.593,0,0,0,0.12461059190031154
0.205,-39.81,0,0,0,0.1277258566978193
0.21,-41.874,0,0,0,0.1308411214953271
0.215,-41.657,0,0,0,0.13395638629283488
0.22,-39.919,0,0,0,0.1370716510903427
0.225,-40.897,0,0,0,0.14018691588785048
0.23,-40.788,0,0,0,0.14330218068535827
0.235,-39.919,0,0,0,0.14641744548286603
0.24,-39.702,0,0,0,0.14953271028037382
