Time(ms),Force(N),Toe sensor,Mid foot sensor,Heel sensor,normalized_time
0.0,-38.181,0,0,0,0.0
0.005,-38.398,0,0,0,0.006711409395973154
0.01,-39.593,0,0,0,0.013422818791946308
0.015,-38.833,0,0,0,0.020134228187919462
0.02,-38.507,0,0,0,0.026845637583892617
0.025,-37.855,0,0,0,0.03355704697986577
0.03,-38.724,0,0,0,0.040268456375838924
0.035,-38.615,0,0,0,0.04697986577181208
0.04,-38.507,0,0,0,0.053691275167785234
0.045,-38.181,0,0,0,0.060402684563758385
0.05,-38.724,0,0,0,0.06711409395973154
0.055,-38.507,0,0,0,0.0738255033557047
0.06,-37.855,0,0,0,0.08053691275167785
0.065,-38.072,0,0,0,0.087248322147651
0.07,-39.593,0,0,0,0.09395973154362416
0.075,-38.507,0,0,0,0.10067114093959731
0.08,-38.29,0,0,0,0.10738255033557047
0.085,-38.181,0,0,0,0.11409395973154364
0.09,-39.05,0,0,0,0.12080536912751677
0.095,-38.072,0,0,0,0.12751677852348994
0.1,-38.072,0,0,0,0.1342281879194631
0.105,-38.181,0,0,0,0.14093959731543623
0.11,-39.159,0,0,0,0.1476510067114094
0.115,-37.855,0,0,0,0.15436241610738255
0.12,-37.964,0,0,0,0.1610738255033557
0.125,-37.964,0,0,0,0.16778523489932887
0.13,-39.05,0,0,0,0.174496644295302
0.135,-38.507,0,0,0,0.18120805369127518
0.14,-38.181,0,0,0,0.18791946308724833
0.145,-37.746,0,0,0,0.19463087248322147
0.15,-39.702,0,0,0,0.20134228187919462
0.155,-37.964,0,0,0,0.2080536912751678
0.16,-37.746,0,0,0,0.21476510067114093
0.165,-38.072,0,0,0,0.2214765100671141
0.17,-38.724,0,0,0,0.22818791946308728
0.175,-38.398,0,0,0,0.2348993288590604
0.18,-37.638,0,0,0,0.24161073825503354
0.185,-38.072,0,0,0,0.2483221476510067
0.19,-38.507,0,0,1,0.2550335570469799
0.195,-38.181,0,0,1,0.26174496644295303
0.2,-38.181,0,0,1,0.2684563758389262
0.205,-38.615,0,0,1,0.2751677852348993
0.21,-38.398,0,0,1,0.28187919463087246
0.215,-38.615,0,0,1,0.2885906040268456
0.22,-37.746,0,0,1,0.2953020134228188
0.225,-38.507,0,0,1,0.30201342281879195
0.23,-37.964,0,0,1,0.3087248322147651
0.235,-37.964,0,0,1,0.31543624161073824
0.24,-37.638,0,0,1,0.3221476510067114
0.245,-38.833,0,0,1,0.32885906040268453
0.25,-37.746,0,0,1,0.33557046979865773
0.255,-37.529,0,0,1,0.3422818791946309
0.26,-37.312,0,0,1,0.348993288590604
0.265,-38.072,0,0,1,0.3557046979865772
0.27,-37.746,0,0,1,0.36241610738255037
0.275,-36.117,0,0,1,0.3691275167785235
0.28,-36.334,0,0,1,0.37583892617449666
0.285,-37.746,0,0,1,0.38255033557046975
0.29,-36.443,0,0,1,0.38926174496644295
0.295,-36.552,0,0,1,0.3959731543624161
0.3,-36.334,0,0,1,0.40268456375838924
0.305,-36.66,0,0,1,0.40939597315436244
0.31,-36.877,0,0,1,0.4161073825503356
