time,simulated_act_force,ankle_angle,ground_force_x,ground_force_y,ground_force_z,heel_force,lateral_force,toe_force
2.72,2.518345140972489,0.002003491834518756,-0.3220251010961457,0.2587817977766609,0.04851132035311238,0.0,0.0,0.0
2.725,41.867422912436446,-0.001326585663789102,-0.7095506001196916,0.6670903290515005,0.14116652665771676,0.0,0.0,0.0
2.73,56.209169551725275,-0.0076847663010759185,-1.733764715721299,1.8359892351529625,0.41527877980826355,0.0,0.0,0.0
2.7350000000000003,37.00222968027195,-0.012612744362415784,-3.6934267399353793,5.100306897749744,1.0778631489549917,0.0,0.0,0.0
2.74,28.762553506023906,-0.01651518200672431,-2.786684676026713,12.745600150898008,2.1312154545131583,0.8374293190144161,0.0,0.0
2.745,28.381921936109674,-0.02018625497789778,3.021432654229531,26.487569248516984,4.563182574903786,1.0,0.0,0.0
2.75,32.65585069705474,-0.02296880439041743,8.276730838414572,48.92126935292794,9.018812417153262,1.0,0.0,0.0
2.7550000000000003,39.60597352304216,-0.025271959129143734,8.474770188427415,95.81944780553785,14.496298674989054,1.0,0.0,0.0
2.7600000000000002,50.83256786006817,-0.027693249456807706,1.9294895537065688,165.67267728198252,17.50907569346153,1.0,0.0,0.0
2.765,57.773359098145974,-0.030286939416369014,-3.9373026879389634,232.5927383976508,19.745712749972476,1.0,0.0,0.0
2.77,60.5,-0.0325506863322129,-10.473338071403338,281.2419295595731,20.2738361664129,1.0,0.0,0.0
2.7750000000000004,60.5,-0.03407878295588618,-19.452285657074082,313.86122361043095,19.531623286600272,1.0,0.0,0.0
2.7800000000000002,60.5,-0.034711842260666134,-28.410403159339086,338.8319043926659,18.56380330280815,1.0,0.0,0.0
2.785,60.5,-0.03427525062681061,-37.711619174366035,361.14061892272144,16.682885229164746,1.0,0.0,0.0
2.79,60.5,-0.03268220107839916,-46.83175223223611,386.93243233598923,13.814442333558162,1.0,0.0,0.0
2.7950000000000004,54.835667751536334,-0.02990190085686236,-55.45233192607287,423.45190535812503,9.377594024567241,1.0,0.14035994630406665,0.0
2.8000000000000003,35.58701926602918,-0.02594033923251364,-64.5796234570484,465.8250741296486,3.5807812857136363,1.0,1.0,0.0
2.805,19.15829650203406,-0.02074670605674695,-72.75736470450875,504.3682784949519,-2.078169134377256,1.0,1.0,0.0
2.81,6.009545550406624,-0.014386443014711606,-79.8785308891681,535.883854968819,-6.697969544286343,1.0,1.0,0.7684319355647752
2.8150000000000004,5.06347155230176,-0.006904994725289361,-86.20775411069697,564.8098115711007,-9.770602332651379,1.0,1.0,1.0
2.8200000000000003,6.6418737500293314,0.0017584391670413583,-90.8815000757446,592.6849023330891,-11.511031616638132,1.0,1.0,1.0
2.825,6.22409266055768,0.011203409697218251,-94.29707009997027,617.8417901174748,-13.273356351395968,1.0,1.0,1.0
2.83,6.078738719525398,0.02111366915878591,-96.5012829123761,639.0995973026446,-15.646926050508334,1.0,1.0,1.0
2.8350000000000004,6.204748417629488,0.03133245126616304,-97.49773052437784,659.2891611144812,-18.729275727469233,1.0,1.0,1.0
2.8400000000000003,6.3032110379110895,0.04184656859001087,-97.61443529484347,681.6455485453789,-21.98311284486521,1.0,1.0,1.0
2.845,6.752892859278152,0.05258906612032823,-96.94080048641368,701.7313863362382,-24.190895300876782,1.0,1.0,1.0
2.85,8.687757631446267,0.0633085566191473,-95.62329129535343,717.345056975725,-25.233541362668937,1.0,1.0,1.0
2.8550000000000004,10.317538125506399,0.07381964477805167,-93.74190473184854,729.7238274184776,-25.445533470198466,1.0,1.0,1.0
2.8600000000000003,11.687081372816934,0.08400238697042485,-91.31215317685816,739.5337229279652,-25.61739375520915,1.0,1.0,1.0
2.865,13.122420577144089,0.0937665873887014,-88.38607340680561,746.7828905866834,-26.471636696825435,1.0,1.0,1.0
2.87,14.37403960252541,0.10305978912567239,-85.13766362719156,751.022116799896,-28.172170314420093,1.0,1.0,1.0
