time,simulated_act_force,ankle_angle,ground_force_x,ground_force_y,ground_force_z,heel_force,lateral_force,toe_force
3.08,2.6145311622165655,-0.05279942931126774,-2.808647834053219,2.192266793908709,0.1627647835587792,0.0,0.0,0.0
3.085,28.625663125752034,-0.05688206841176203,-3.7820237403841936,3.245421607827382,0.12568883675382675,0.0,0.0,0.0
3.09,50.09885300352265,-0.06335071624871097,-5.306693263322161,4.961256776730929,-0.062405730443626975,0.0,0.0,0.0
3.095,56.16758034950128,-0.0703436848346891,-7.818400173740677,7.877941013229748,-0.5988373912998958,0.37752777608209537,0.0,0.0
3.1,45.75380139162492,-0.07666009718434601,-11.18435277214186,12.422392857794796,-1.7809327749067314,1.0,0.0,0.0
3.105,30.511554926858185,-0.08179522736338234,-14.492515642414226,19.039363497560657,-4.14050746509086,1.0,0.0,0.0
3.11,32.7611556640069,-0.08658896302453283,-9.139319049546838,27.640039711924196,-5.06514143150802,1.0,0.0,0.0
3.115,35.878420389439995,-0.09109103115754323,-3.2577505295993525,39.28796867093625,-4.620976672310583,1.0,0.0,0.0
3.12,41.064112450429676,-0.09508447480613692,1.5054063188298707,58.056550397036226,-2.948395467908776,1.0,0.0,0.0
3.125,49.0016441739407,-0.09846394928773626,3.9524163009250732,87.12631980655675,-0.0868249829281883,1.0,0.0,0.0
3.13,56.939175897452294,-0.10134171141574075,2.5695354990778347,129.05193374011276,4.402169259079961,1.0,0.0,0.0
3.1350000000000002,59.70633776064942,-0.10405320711313908,-2.4852188978540144,174.84042671447827,9.090695001044878,1.0,0.0,0.0
3.14,60.50005070861244,-0.10658563073480906,-9.13112403907261,218.59858988490456,13.616279998751933,1.0,0.0,0.0
3.145,60.50004639264991,-0.10881067161291766,-16.74391193251664,258.48933287020293,17.781398221467608,1.0,0.0,0.0
3.15,60.50004332017674,-0.11058257491573846,-25.148757498500526,293.28098602397336,21.263102908493742,1.0,0.0,0.0
3.1550000000000002,60.50004024770357,-0.11161797478571082,-35.82108915403,320.600072273711,22.80527297973908,1.0,0.0,0.0
3.16,60.50005267836355,-0.11187239907819246,-46.94782567978061,342.3172654040229,22.64882967296655,1.0,0.0,0.0
3.165,60.50006767015587,-0.1115085751457031,-57.789542255766655,364.93001944663297,21.399964781889988,1.0,0.4726573977983477,0.0
3.17,57.008721321677406,-0.11052066814545373,-68.66178796864872,390.78798430818114,19.22174779102516,1.0,1.0,0.0
3.1750000000000003,46.352739933451225,-0.1088743315008876,-79.94368813818753,420.3377637709987,16.28931845566365,1.0,1.0,0.0
3.18,32.877361389945804,-0.10626349402248927,-89.49716319368386,445.920989200275,13.375846174574681,1.0,1.0,0.0
3.185,24.03994890521342,-0.102830321926823,-97.04463835662123,464.94956870879463,11.471278313813034,1.0,1.0,0.6426944325744061
3.19,16.283666182038942,-0.09872346494370082,-103.82798696291131,481.9796690451698,10.156237114429867,1.0,1.0,1.0
3.1950000000000003,11.172649590646913,-0.0939875253539937,-109.94041793935793,497.4286749711484,9.228069417506644,1.0,1.0,1.0
3.2,12.622685179597294,-0.08865631595859907,-114.96835017152473,509.8168114223133,8.528881698757022,1.0,1.0,1.0
3.205,14.072720768547523,-0.08269630988417681,-119.07063829710849,518.4810116548373,7.485600184654915,1.0,1.0,1.0
3.21,15.702003640642861,-0.07640850500947041,-122.97546042492068,527.4276371954678,5.472746613206549,1.0,1.0,1.0
3.215,17.386747710657527,-0.06988306596338746,-126.62846522837962,536.0396887730626,2.3425017772146934,1.0,1.0,1.0
3.22,18.92182003384951,-0.06318678804796943,-129.9930247251461,544.1147782327054,-1.8650679861479387,1.0,1.0,1.0
3.225,19.983118730162687,-0.05637765147976784,-133.04370045502523,551.815793739001,-6.9148813875649875,1.0,1.0,1.0
3.23,21.04441742647576,-0.04950825559502042,-135.89416489499672,562.1655350677049,-12.583418742638488,1.0,1.0,1.0
3.235,21.75952334654059,-0.042648105942324356,-138.6801265760553,575.9028899285871,-17.984104961308542,1.0,1.0,1.0
3.24,22.33761096010602,-0.03582775276054436,-141.18270304292383,592.6076204027597,-22.70564155751763,1.0,1.0,1.0
3.245,22.906986890818153,-0.029078049448051257,-143.2693295618372,611.7276059517541,-26.490145101987547,1.0,1.0,1.0
3.25,23.439892310989592,-0.022445296058329504,-144.91842757474265,632.6729470749818,-29.202833697535763,1.0,1.0,1.0
3.255,23.972797731160963,-0.016027544285229872,-145.9013826641715,654.7279464413491,-30.90810840871908,1.0,1.0,1.0
3.2600000000000002,23.724338773640298,-0.009834452873863536,-146.37946172959948,677.0149635605297,-31.987274158285363,1.0,1.0,1.0
3.265,23.08960397854856,-0.0038535727291245793,-146.25501406896652,699.6275977820106,-32.824028296819044,1.0,1.0,1.0
3.27,22.836232833749747,0.001947520099252974,-145.4927798128619,722.5783407113637,-33.73277788625444,1.0,1.0,1.0
3.275,24.82160578042372,0.007624289121690343,-144.2090661085502,745.3654236868439,-34.80625591488468,1.0,1.0,1.0
3.2800000000000002,26.80697872709767,0.013241923924371032,-142.6530966114417,765.5721114863795,-35.863278996463336,1.0,1.0,1.0
3.285,28.684955983298916,0.018806991722713096,-140.74322347608057,782.9947497299117,-36.85703854563497,1.0,1.0,1.0
3.29,30.497645625716064,0.024287835814498712,-138.55262115206511,797.5384278161168,-37.64268629806073,1.0,1.0,1.0
