time,simulated_act_force,ankle_angle,ground_force_x,ground_force_y,ground_force_z,heel_force,lateral_force,toe_force
3.38,19.43708722335134,0.04374665147110335,-5.324922638430355,3.646604091660201,0.3222158820113298,3.62822314,0.0,0.0
3.385,54.34049192029424,0.04054720897008551,-6.486956295738768,4.990712876119476,0.5431287528573426,4.986848329542556,0.0,0.0
3.3899999999999997,60.093837809853,0.03496434626530679,-8.397449696413114,7.215234872953154,0.8321424703195381,7.242569100526959,0.0,0.0
3.395,60.50019678235565,0.02974135421902159,-11.89444467741857,11.214886134895501,1.0259559447712439,11.225762757468983,0.0,0.0
3.4,41.98827197279057,0.025764405927440063,-16.97363610638137,17.457301977675456,0.7332020790621105,17.431995660748406,0.0,0.0
3.405,28.61352196658814,0.022419229395544152,-17.925513818927328,25.855323263884195,-0.37495426923836794,25.836544914364225,0.0,0.0
3.4099999999999997,30.90850820543382,0.01912059967915891,-11.11444718385668,37.495042490740296,-1.6579750690709134,37.50128099609682,6.804830163412915e-09,0.0
3.415,33.3628727456567,0.016071218737805395,-0.4942135815121156,56.39883659577534,-1.8555588809476293,56.400478722230375,4.993662873921801e-08,0.0
3.42,36.27385698498352,0.013746333725287158,5.937544473789495,88.29719208049941,-0.369446986232701,88.29903381407516,2.763381114389389e-07,0.0
3.425,39.18703971357203,0.011926104031094542,7.5279886266205205,132.823103689903,2.6955904821467165,132.6563521695512,1.277716966920069e-06,0.0
3.4299999999999997,42.28685761554315,0.009996724911337062,5.570248143123738,178.71048433800976,5.101041479195473,178.58671750505698,7.953018852133421e-06,0.0
3.435,45.38667551751431,0.007792894717748996,2.051084329682052,217.30133706648294,7.081783228900463,217.04223900150467,4.7123422805657336e-05,0.0
3.44,46.8070204291836,0.005511636393943968,-2.21965524444526,247.19317551059237,8.891960568702425,246.2565865617769,0.00024506887386890284,0.0
3.445,47.71016548767896,0.0034136645668245273,-7.538841634905204,269.236349140699,9.928128605572883,267.2139631073058,0.0011041039236224276,5.705232677031222e-09
3.4499999999999997,49.15086008221144,0.0016396464004280729,-13.889717824628702,285.37196533086683,9.963763570757887,281.41504587258044,0.004341653462691293,6.066198709713935e-08
3.455,51.0928210789412,0.0002178161793576641,-20.81339992801265,297.9636713066622,9.092476525458409,290.9235767081509,0.015108326973692457,5.477365999206116e-07
3.46,52.98006686003023,-0.0008530673662691562,-27.747132498127964,309.26534459622354,7.475792487433489,297.96366692096746,0.04692997983853497,4.09056116904204e-06
3.465,54.71965946248167,-0.0015399073185283032,-34.31117846024656,320.9453595590256,5.26191940880184,304.1086675681809,0.13117617067917872,2.4579937764586893e-05
3.4699999999999998,56.41943974691802,-0.0018019971546055808,-40.21747661338047,333.8013155018869,2.5880263066078726,310.737309455873,0.33327006674839305,0.00011573740222463041
3.475,56.449243277348785,-0.0015632302744121322,-45.35921438770535,348.67282608220864,-0.47682701520199133,318.32308401508885,0.8505684654566835,0.0006567483690149362
3.48,56.479046807779554,-0.0008484689230821732,-50.409210449145874,367.1377882970718,-3.7522485538906456,326.4591570942475,2.0057073956818066,0.0035078175737208246
3.485,52.376441574835574,0.00034462561669652164,-55.67049365332898,391.50172303494634,-7.070317238719056,334.5518257116349,4.25167301960308,0.01605766886782961
3.4899999999999998,47.082317666764766,0.002025611523216115,-61.08497131920143,422.27893278762235,-10.381620162355077,341.586627813934,8.01101774220608,0.06327184553730512
3.495,39.66940900004249,0.004215676337668656,-66.80371834646516,457.4145149787079,-13.614323134937395,346.6000494777214,13.316544013444247,0.21427345219363433
3.5,30.37082452945752,0.006945663423963744,-72.87502345017492,493.21254054293274,-16.66677261038907,348.5039689588878,19.608891598865853,0.6200812948463752
3.505,24.58517139066798,0.010236382594693874,-78.97359932388011,526.0164418900691,-19.487264515291635,346.65606936299014,26.145182958527595,1.5378034272175722
3.51,27.74304910576168,0.014076844085830997,-84.57841631022119,553.9486416969315,-22.102848252380078,341.5715465324019,32.83005758947419,3.298294764957667
3.5149999999999997,30.688664889556595,0.01842406842264556,-89.63339123890938,577.9994472970685,-24.466921512902985,334.3631726000004,40.82404367974346,6.168707574043734
3.52,27.76930908104824,0.02329320199397305,-94.1974914293424,600.1682951711664,-26.88030495384009,325.9225228970367,51.212752526031196,10.05458131049015
3.525,24.84995327254016,0.028601161081846228,-97.73619401885396,620.7061134500452,-29.34365655753786,316.7027109723543,62.71311383038785,14.057832827522107
3.53,23.72866093928953,0.03424417854316087,-100.28181793229606,638.791426365624,-31.68303745763007,307.0841649344305,73.93276967407425,17.486786134113128
3.5349999999999997,23.09158073998945,0.040127549031518134,-101.96368416450301,654.904242113877,-34.05977169230469,298.0079096598575,84.39345801789558,20.195121964442826
3.54,22.611191051981542,0.04616566686190346,-102.86329394926646,670.1696970227855,-36.42790088677297,290.06724495933753,94.05974095837787,22.347104938095406
3.545,22.263876750500277,0.05227192461955078,-102.97236444740454,684.8270995170877,-38.718805492180266,283.2845647691333,102.9084571062809,24.217139941990787
3.55,21.641318555430004,0.0583527244314799,-102.35953331738341,698.5165926296995,-40.73272800963121,277.5015584858735,110.85143019067847,26.00736182997641
3.5549999999999997,20.356714179442083,0.06433424246160853,-101.20161528697456,711.9782081504974,-42.13613771752954,273.1352006443941,118.00437088484287,27.742424491696845
3.56,19.286660711021614,0.07023165593890804,-99.3746038441634,728.1549932615637,-43.18217104648954,271.6912231901586,124.98953528758726,29.28862445873342
3.565,22.60913293141918,0.07616733638001903,-96.96560231612186,747.8308383814824,-44.43291108473136,273.1597925954408,132.04127442807578,30.429357968698234
